N,regen,protocol,memory,seed,U_total,cooperation,gini,stability_var,collapsed,t_collapse,U_per_agent
7,5,roundtable,M1,0,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 2, 3, 9]"
7,5,roundtable,M1,1,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[2, 3, 3, 3, 9, 3, 9]"
7,5,roundtable,M1,2,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[3, 9, 2, 9, 3, 3, 3]"
7,5,roundtable,M1,3,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 2, 3, 9, 3, 3, 3]"
7,5,roundtable,M1,4,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 9, 3, 2]"
7,5,mediator,M0,0,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 2, 3, 9]"
7,5,mediator,M0,1,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[2, 3, 3, 3, 9, 3, 9]"
7,5,mediator,M0,2,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[3, 9, 2, 9, 3, 3, 3]"
7,5,mediator,M0,3,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 2, 3, 9, 3, 3, 3]"
7,5,mediator,M0,4,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 9, 3, 2]"
7,5,mediator,M1,0,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 2, 3, 9]"
7,5,mediator,M1,1,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[2, 3, 3, 3, 9, 3, 9]"
7,5,mediator,M1,2,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[3, 9, 2, 9, 3, 3, 3]"
7,5,mediator,M1,3,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 2, 3, 9, 3, 3, 3]"
7,5,mediator,M1,4,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 9, 3, 2]"
7,3,no_chat,M0,0,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[12, 1, 12, 1, 1, 1, 1]"
7,3,no_chat,M0,1,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[1, 12, 1, 12, 1, 1, 1]"
7,3,no_chat,M0,2,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[12, 1, 1, 1, 1, 1, 12]"
7,3,no_chat,M0,3,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[1, 1, 12, 1, 1, 12, 1]"
7,3,no_chat,M0,4,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[12, 1, 12, 1, 1, 1, 1]"
7,3,no_chat,M1,0,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[12, 1, 12, 1, 1, 1, 1]"
7,3,no_chat,M1,1,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[1, 12, 1, 12, 1, 1, 1]"
7,3,no_chat,M1,2,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[12, 1, 1, 1, 1, 1, 12]"
7,3,no_chat,M1,3,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[1, 1, 12, 1, 1, 12, 1]"
7,3,no_chat,M1,4,29,0.6547619047619048,0.541871921182266,0.13392857142857142,1,3,"[12, 1, 12, 1, 1, 1, 1]"
7,3,roundtable,M0,0,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 9, 3, 3, 3, 3]"
7,3,roundtable,M0,1,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 9, 1, 9, 3, 3, 3]"
7,3,roundtable,M0,2,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 3, 3, 3, 3, 9]"
7,3,roundtable,M0,3,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 3, 9, 3, 3, 9, 1]"
7,3,roundtable,M0,4,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 3, 9, 3, 3, 1, 3]"
7,3,roundtable,M1,0,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 9, 3, 3, 3, 3]"
7,3,roundtable,M1,1,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 9, 1, 9, 3, 3, 3]"
7,3,roundtable,M1,2,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 3, 3, 3, 3, 9]"
7,3,roundtable,M1,3,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 3, 9, 3, 3, 9, 1]"
7,3,roundtable,M1,4,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 3, 9, 3, 3, 1, 3]"
7,3,mediator,M0,0,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 9, 3, 3, 3, 3]"
7,3,mediator,M0,1,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 9, 1, 9, 3, 3, 3]"
7,3,mediator,M0,2,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 3, 3, 3, 3, 9]"
7,3,mediator,M0,3,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 3, 9, 3, 3, 9, 1]"
7,3,mediator,M0,4,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 3, 9, 3, 3, 1, 3]"
7,3,mediator,M1,0,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 9, 3, 3, 3, 3]"
7,3,mediator,M1,1,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 9, 1, 9, 3, 3, 3]"
7,3,mediator,M1,2,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 1, 3, 3, 3, 3, 9]"
7,3,mediator,M1,3,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[3, 3, 9, 3, 3, 9, 1]"
7,3,mediator,M1,4,31,0.5079365079365079,0.3317972350230416,0.03174603174603175,1,2,"[9, 3, 9, 3, 3, 1, 3]"
