N,regen,protocol,memory,seed,U_total,cooperation,gini,stability_var,collapsed,t_collapse,U_per_agent
7,8,no_chat,M1,3,245,0.6111111111111112,0.44897959183673475,0.1753968253968254,0,-1,"[13, 13, 13, 90, 13, 90, 13]"
7,8,no_chat,M1,4,245,0.6111111111111112,0.44897959183673475,0.1753968253968254,0,-1,"[13, 90, 13, 13, 13, 90, 13]"
7,8,roundtable,M0,0,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,roundtable,M0,1,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 3, 5, 5, 15, 5]"
7,8,roundtable,M0,2,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,roundtable,M0,3,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 3, 15, 5, 15, 5]"
7,8,roundtable,M0,4,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 5, 3, 5, 15, 5]"
7,8,roundtable,M1,0,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,roundtable,M1,1,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 3, 5, 5, 15, 5]"
7,8,roundtable,M1,2,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,roundtable,M1,3,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 3, 15, 5, 15, 5]"
7,8,roundtable,M1,4,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 5, 3, 5, 15, 5]"
7,8,mediator,M0,0,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,mediator,M0,1,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 3, 5, 5, 15, 5]"
7,8,mediator,M0,2,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,mediator,M0,3,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 3, 15, 5, 15, 5]"
7,8,mediator,M0,4,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 5, 3, 5, 15, 5]"
7,8,mediator,M1,0,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,mediator,M1,1,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 3, 5, 5, 15, 5]"
7,8,mediator,M1,2,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 5, 5, 3, 15, 15]"
7,8,mediator,M1,3,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 5, 3, 15, 5, 15, 5]"
7,8,mediator,M1,4,53,0.49523809523809526,0.30188679245283034,0.034285714285714294,1,4,"[5, 15, 5, 3, 5, 15, 5]"
7,5,no_chat,M0,0,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[15, 2, 2, 2, 2, 2, 15]"
7,5,no_chat,M0,1,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[2, 2, 2, 2, 15, 2, 15]"
7,5,no_chat,M0,2,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[2, 15, 2, 15, 2, 2, 2]"
7,5,no_chat,M0,3,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[15, 2, 2, 15, 2, 2, 2]"
7,5,no_chat,M0,4,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[15, 2, 2, 2, 15, 2, 2]"
7,5,no_chat,M1,0,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[15, 2, 2, 2, 2, 2, 15]"
7,5,no_chat,M1,1,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[2, 2, 2, 2, 15, 2, 15]"
7,5,no_chat,M1,2,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[2, 15, 2, 15, 2, 2, 2]"
7,5,no_chat,M1,3,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[15, 2, 2, 15, 2, 2, 2]"
7,5,no_chat,M1,4,40,0.6190476190476191,0.4642857142857144,0.17142857142857146,1,4,"[15, 2, 2, 2, 15, 2, 2]"
7,5,roundtable,M0,0,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 2, 3, 9]"
7,5,roundtable,M0,1,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[2, 3, 3, 3, 9, 3, 9]"
7,5,roundtable,M0,2,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[3, 9, 2, 9, 3, 3, 3]"
7,5,roundtable,M0,3,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 2, 3, 9, 3, 3, 3]"
7,5,roundtable,M0,4,32,0.4920634920634921,0.2946428571428572,0.03174603174603175,1,2,"[9, 3, 3, 3, 9, 3, 2]"
